"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 02월 22일","189,500","189,500","189,500","189,500","0.50K","0.00%"
"2015년 02월 17일","189,500","191,500","200,000","186,000","685.99K","-2.07%"
"2015년 02월 16일","193,500","197,000","198,000","192,500","248.77K","-2.52%"
"2015년 02월 15일","198,500","198,500","198,500","198,500","0.61K","0.00%"
"2015년 02월 13일","198,500","203,000","206,000","195,000","363.31K","-2.22%"
"2015년 02월 12일","203,000","212,000","213,000","200,000","440.78K","-3.10%"
"2015년 02월 11일","209,500","212,500","216,500","209,000","371.80K","-2.33%"
"2015년 02월 10일","214,500","219,500","219,500","204,000","432.18K","-1.83%"
"2015년 02월 09일","218,500","222,500","226,500","215,000","448.40K","2.58%"
"2015년 02월 08일","213,000","213,000","213,000","213,000","-","0.00%"
"2015년 02월 06일","213,000","211,500","221,500","211,500","311.90K","-0.23%"
"2015년 02월 05일","213,500","221,000","222,000","211,000","380.81K","-2.29%"
"2015년 02월 04일","218,500","211,500","229,000","211,000","1.15M","1.63%"
"2015년 02월 03일","215,000","204,000","215,000","195,500","652.04K","7.23%"
"2015년 02월 02일","200,500","205,000","209,000","200,500","351.70K","-0.74%"
"2015년 02월 01일","202,000","202,000","202,000","202,000","-","0.00%"
"2015년 01월 30일","202,000","210,000","216,000","198,500","768.22K","-2.88%"
"2015년 01월 29일","208,000","206,000","224,500","200,000","1.88M","-4.15%"
"2015년 01월 28일","217,000","217,000","217,000","215,500","917.22K","14.81%"
"2015년 01월 27일","189,000","192,500","195,000","189,000","189.67K","-0.26%"
"2015년 01월 26일","189,500","183,000","192,000","183,000","260.38K","3.27%"
"2015년 01월 25일","183,500","183,500","183,500","183,500","-","0.00%"
"2015년 01월 23일","183,500","181,500","183,500","174,500","322.35K","1.10%"
"2015년 01월 22일","181,500","185,000","187,500","180,500","147.22K","-2.16%"
"2015년 01월 21일","185,500","183,500","186,500","181,000","179.20K","1.37%"
"2015년 01월 20일","183,000","189,000","190,000","179,500","326.40K","-3.17%"
"2015년 01월 19일","189,000","194,000","195,000","188,500","163.24K","-2.07%"
"2015년 01월 18일","193,000","193,000","193,000","193,000","-","0.00%"
"2015년 01월 16일","193,000","191,500","193,000","188,000","121.42K","0.52%"
"2015년 01월 15일","192,000","191,000","192,500","189,500","117.85K","0.26%"
"2015년 01월 14일","191,500","194,500","197,000","191,000","96.62K","-1.03%"
"2015년 01월 13일","193,500","196,500","199,000","193,000","130.71K","-1.53%"
"2015년 01월 12일","196,500","193,500","199,000","193,500","171.77K","1.81%"
"2015년 01월 11일","193,000","193,000","193,000","193,000","-","0.00%"
"2015년 01월 09일","193,000","191,500","194,000","189,000","178.94K","1.05%"
"2015년 01월 08일","191,000","190,500","192,500","188,000","132.20K","0.53%"
"2015년 01월 07일","190,000","195,000","196,500","187,000","213.08K","-2.06%"
"2015년 01월 06일","194,000","191,000","196,000","190,500","251.06K","0.26%"
"2015년 01월 05일","193,500","181,000","193,500","180,000","551.22K","7.20%"
"2015년 01월 04일","180,500","180,500","180,500","180,500","-","0.00%"
"2015년 01월 02일","180,500","181,000","181,500","177,500","170.84K","-0.82%"
"2015년 01월 01일","182,000","182,000","182,000","182,000","-","0.00%"
"2014년 12월 30일","182,000","180,000","184,000","179,000","161.20K","1.11%"
"2014년 12월 29일","180,000","177,000","182,500","177,000","138.28K","0.28%"
"2014년 12월 28일","179,500","179,500","179,500","179,500","-","0.00%"
"2014년 12월 26일","179,500","182,500","182,500","179,000","158.05K","-1.10%"
"2014년 12월 24일","181,500","183,000","183,000","178,500","123.22K","0.00%"
"2014년 12월 23일","181,500","188,500","188,500","179,000","282.31K","-3.20%"
"2014년 12월 22일","187,500","186,500","187,500","184,500","128.15K","0.81%"
"2014년 12월 21일","186,000","186,000","186,000","186,000","-","0.00%"
"2014년 12월 19일","186,000","180,500","187,500","179,000","335.70K","3.33%"
"2014년 12월 18일","180,000","179,000","181,000","177,000","183.25K","1.12%"
"2014년 12월 17일","178,000","177,500","181,000","175,000","173.12K","0.85%"
"2014년 12월 16일","176,500","180,000","180,500","175,500","204.48K","-1.94%"
"2014년 12월 15일","180,000","176,000","182,000","174,500","461.56K","3.15%"
"2014년 12월 14일","174,500","174,500","174,500","174,500","-","0.00%"
"2014년 12월 12일","174,500","167,000","176,000","164,500","293.23K","4.80%"
"2014년 12월 11일","166,500","171,000","174,000","166,500","239.38K","-3.48%"
"2014년 12월 10일","172,500","169,500","173,000","167,000","151.83K","2.07%"
"2014년 12월 09일","169,000","173,500","174,500","169,000","123.34K","-2.59%"
"2014년 12월 08일","173,500","174,000","174,500","171,000","164.09K","1.17%"
"2014년 12월 07일","171,500","171,500","171,500","171,500","-","0.00%"
"2014년 12월 05일","171,500","170,500","175,500","169,000","241.05K","0.59%"
"2014년 12월 04일","170,500","169,000","171,500","167,000","229.24K","1.49%"
"2014년 12월 03일","168,000","166,000","168,000","165,000","219.82K","2.44%"
"2014년 12월 02일","164,000","159,500","166,500","159,500","268.49K","2.18%"
"2014년 12월 01일","160,500","159,500","160,500","155,000","146.58K","0.63%"
"2014년 11월 30일","159,500","159,500","159,500","159,500","-","0.00%"
"2014년 11월 28일","159,500","162,500","163,500","159,000","148.39K","-2.45%"
"2014년 11월 27일","163,500","162,000","165,500","157,000","232.65K","1.55%"
"2014년 11월 26일","161,000","168,500","170,000","160,000","283.26K","-3.88%"
"2014년 11월 25일","167,500","164,000","170,500","163,500","283.47K","2.13%"
"2014년 11월 24일","164,000","168,000","168,500","163,000","261.89K","-0.91%"
"2014년 11월 23일","165,500","165,500","165,500","165,500","-","0.00%"
"2014년 11월 21일","165,500","167,000","170,000","165,000","205.21K","-0.90%"
"2014년 11월 20일","167,000","172,000","173,000","164,000","340.86K","-2.05%"
"2014년 11월 19일","170,500","161,000","171,000","159,500","773.67K","8.25%"
"2014년 11월 18일","157,500","161,000","164,500","156,500","235.12K","-2.48%"
"2014년 11월 17일","161,500","159,500","164,000","156,500","247.03K","2.22%"
"2014년 11월 16일","158,000","158,000","158,000","158,000","-","0.00%"
"2014년 11월 14일","158,000","160,000","163,000","155,500","558.08K","-4.53%"
"2014년 11월 13일","165,500","173,500","175,000","163,500","534.13K","-1.49%"
"2014년 11월 12일","168,000","162,000","170,000","161,000","380.73K","3.38%"
"2014년 11월 11일","162,500","161,000","162,500","160,000","149.40K","1.56%"
"2014년 11월 10일","160,000","159,500","163,000","157,000","241.43K","-0.93%"
"2014년 11월 09일","161,500","161,500","161,500","161,500","-","0.00%"
"2014년 11월 07일","161,500","159,500","163,000","157,500","290.19K","1.57%"
"2014년 11월 06일","159,000","152,000","160,000","148,500","448.21K","5.30%"
"2014년 11월 05일","151,000","152,000","153,000","148,000","198.81K","0.33%"
"2014년 11월 04일","150,500","150,000","155,500","149,500","453.26K","2.38%"
"2014년 11월 03일","147,000","148,500","151,000","146,500","266.43K","0.00%"
"2014년 10월 31일","147,000","144,000","150,000","142,500","396.04K","2.44%"
"2014년 10월 30일","143,500","141,500","148,000","139,500","355.42K","1.06%"
"2014년 10월 29일","142,000","133,000","144,500","130,000","484.58K","7.98%"
"2014년 10월 28일","131,500","130,000","131,500","127,000","119.52K","0.77%"
"2014년 10월 27일","130,500","131,500","132,500","128,000","207.99K","-0.38%"
"2014년 10월 26일","131,000","131,000","131,000","131,000","-","0.00%"
"2014년 10월 24일","131,000","139,500","139,500","129,000","210.56K","-4.38%"
"2014년 10월 23일","137,000","140,000","142,000","136,500","154.11K","-2.49%"
"2014년 10월 22일","140,500","141,500","142,000","137,500","164.05K","1.08%"
"2014년 10월 21일","139,000","140,500","142,500","136,500","195.38K","-0.71%"
"2014년 10월 20일","140,000","134,500","142,000","134,500","320.55K","5.66%"
"2014년 10월 19일","132,500","132,500","132,500","132,500","-","0.00%"
"2014년 10월 17일","132,500","134,000","136,000","131,500","226.75K","0.00%"
"2014년 10월 16일","132,500","134,000","140,500","131,500","296.35K","-0.38%"
"2014년 10월 15일","133,000","135,000","137,500","132,000","282.62K","3.10%"
"2014년 10월 14일","129,000","127,500","131,000","127,500","98.02K","1.18%"
"2014년 10월 13일","127,500","125,000","132,500","125,000","165.17K","0.00%"
"2014년 10월 12일","127,500","127,500","127,500","127,500","-","0.00%"
"2014년 10월 10일","127,500","128,500","129,000","125,500","138.59K","-1.92%"
"2014년 10월 09일","130,000","130,000","130,000","130,000","-","0.00%"
"2014년 10월 08일","130,000","122,500","132,500","122,000","280.50K","5.26%"
"2014년 10월 07일","123,500","124,000","126,500","123,500","107.40K","-1.20%"
"2014년 10월 06일","125,000","125,000","127,000","123,500","186.40K","0.00%"
"2014년 10월 05일","125,000","125,000","125,000","125,000","-","0.00%"
"2014년 10월 02일","125,000","131,000","131,500","125,000","261.45K","-5.30%"
"2014년 10월 01일","132,000","134,500","137,000","131,000","107.72K","-1.86%"
"2014년 09월 30일","134,500","134,500","137,000","132,500","128.54K","-0.74%"
"2014년 09월 29일","135,500","140,500","142,000","133,500","153.91K","-2.17%"
"2014년 09월 26일","138,500","138,000","139,500","137,500","103.04K","-1.07%"
"2014년 09월 25일","140,000","141,000","141,500","138,000","101.56K","0.00%"
"2014년 09월 24일","140,000","141,000","141,000","137,500","110.10K","-1.06%"
"2014년 09월 23일","141,500","142,500","144,500","141,500","71.58K","-1.39%"
"2014년 09월 22일","143,500","146,500","146,500","142,000","80.35K","-1.71%"
"2014년 09월 19일","146,000","145,500","147,000","144,000","91.39K","0.34%"
"2014년 09월 18일","145,500","145,000","147,500","142,000","196.29K","2.83%"
"2014년 09월 17일","141,500","139,500","144,500","139,500","171.12K","1.80%"
"2014년 09월 16일","139,000","138,500","140,000","138,000","80.65K","0.00%"
"2014년 09월 15일","139,000","142,000","143,000","136,500","323.72K","-3.14%"
"2014년 09월 14일","143,500","143,500","143,500","143,500","-","0.00%"
"2014년 09월 12일","143,500","144,500","145,500","142,500","99.97K","-0.69%"
"2014년 09월 11일","144,500","146,500","147,000","144,500","113.08K","-0.69%"
"2014년 09월 10일","145,500","145,500","145,500","145,500","-","0.00%"
"2014년 09월 05일","145,500","147,000","148,500","145,000","73.62K","-1.02%"
"2014년 09월 04일","147,000","147,000","149,000","145,000","120.68K","0.34%"
"2014년 09월 03일","146,500","146,000","147,000","143,500","156.45K","-0.34%"
"2014년 09월 02일","147,000","146,500","150,500","145,000","203.27K","1.03%"
"2014년 09월 01일","145,500","145,500","148,500","143,500","206.04K","0.34%"
"2014년 08월 29일","145,000","142,500","146,500","141,000","215.57K","1.40%"
"2014년 08월 28일","143,000","139,000","144,000","136,000","252.04K","2.51%"
"2014년 08월 27일","139,500","142,500","143,000","136,500","268.39K","-1.76%"
"2014년 08월 26일","142,000","142,000","144,500","141,000","137.36K","0.00%"
"2014년 08월 25일","142,000","143,000","146,000","141,000","161.50K","-0.70%"
"2014년 08월 24일","143,000","143,000","143,000","143,000","-","0.00%"
"2014년 08월 22일","143,000","144,500","146,000","140,500","260.21K","-1.72%"
"2014년 08월 21일","145,500","149,000","149,500","145,000","180.26K","-3.00%"
"2014년 08월 20일","150,000","149,500","151,000","148,500","141.27K","0.67%"
"2014년 08월 19일","149,000","148,000","151,000","147,000","207.30K","1.02%"
"2014년 08월 18일","147,500","154,000","155,000","147,500","322.61K","-5.14%"
"2014년 08월 17일","155,500","155,500","155,500","155,500","-","0.00%"
"2014년 08월 14일","155,500","152,000","158,000","150,000","685.16K","7.61%"
"2014년 08월 13일","144,500","147,500","148,000","141,000","293.16K","-1.70%"
"2014년 08월 12일","147,000","155,000","155,500","146,500","448.36K","-4.85%"
"2014년 08월 11일","154,500","158,500","159,000","153,000","217.15K","-2.83%"
"2014년 08월 10일","159,000","159,000","159,000","159,000","-","0.00%"
"2014년 08월 08일","159,000","154,500","161,000","154,000","179.80K","2.58%"
"2014년 08월 07일","155,000","156,500","156,500","153,500","133.69K","-0.64%"
"2014년 08월 06일","156,000","154,500","157,000","154,000","92.95K","0.32%"
"2014년 08월 05일","155,500","159,500","159,500","154,500","99.85K","-2.20%"
"2014년 08월 04일","159,000","154,500","159,000","154,000","172.99K","3.58%"
"2014년 08월 01일","153,500","154,000","156,000","153,000","146.21K","-1.60%"
"2014년 07월 31일","156,000","156,000","156,500","154,000","171.63K","0.65%"
"2014년 07월 30일","155,000","156,500","157,000","152,000","283.44K","-1.27%"
"2014년 07월 29일","157,000","161,500","162,500","155,500","287.16K","-2.48%"
"2014년 07월 28일","161,000","155,500","161,500","154,500","209.89K","2.55%"
"2014년 07월 27일","157,000","157,000","157,000","157,000","-","0.00%"
"2014년 07월 25일","157,000","156,000","157,500","155,500","118.87K","1.29%"
"2014년 07월 24일","155,000","156,000","157,500","152,000","288.87K","-0.32%"
"2014년 07월 23일","155,500","159,000","159,500","154,500","223.23K","-2.20%"
"2014년 07월 22일","159,000","158,000","161,000","158,000","90.47K","0.63%"
"2014년 07월 21일","158,000","157,000","160,500","156,500","141.79K","1.28%"
"2014년 07월 20일","156,000","156,000","156,000","156,000","-","0.00%"
"2014년 07월 18일","156,000","155,500","157,500","154,000","209.95K","0.32%"
"2014년 07월 17일","155,500","162,500","162,500","155,000","449.88K","-3.72%"
"2014년 07월 16일","161,500","164,500","165,500","160,500","217.45K","-1.82%"
"2014년 07월 15일","164,500","167,000","168,500","164,000","240.06K","-0.60%"
"2014년 07월 14일","165,500","164,500","166,500","163,500","106.16K","1.85%"
"2014년 07월 13일","162,500","162,500","162,500","162,500","-","0.00%"
"2014년 07월 11일","162,500","163,500","166,000","161,000","210.78K","-0.31%"
"2014년 07월 10일","163,000","169,000","169,500","162,500","404.35K","-2.98%"
"2014년 07월 09일","168,000","167,000","170,000","166,000","244.90K","-0.30%"
"2014년 07월 08일","168,500","174,000","174,500","167,000","428.50K","-2.88%"
"2014년 07월 07일","173,500","176,500","178,500","172,000","459.97K","-4.41%"
"2014년 07월 06일","181,500","181,500","181,500","181,500","-","0.00%"
"2014년 07월 04일","181,500","187,500","188,000","181,500","179.81K","-2.42%"
"2014년 07월 03일","186,000","186,500","188,500","185,000","136.30K","-0.53%"
"2014년 07월 02일","187,000","183,000","188,500","182,000","365.26K","3.31%"
"2014년 07월 01일","181,000","182,000","184,000","181,000","221.87K","-0.82%"
"2014년 06월 30일","182,500","178,500","183,000","177,500","217.85K","2.24%"
"2014년 06월 27일","178,500","179,500","180,000","176,500","98.90K","-0.28%"
"2014년 06월 26일","179,000","176,500","179,500","176,000","151.92K","1.99%"
"2014년 06월 25일","175,500","178,500","179,500","175,500","102.87K","-1.13%"
"2014년 06월 24일","177,500","175,500","180,500","175,000","221.60K","2.60%"
"2014년 06월 23일","173,000","170,500","174,000","170,500","130.21K","1.17%"
"2014년 06월 22일","171,000","171,000","171,000","171,000","-","0.00%"
"2014년 06월 20일","171,000","173,000","174,000","170,000","180.77K","-1.16%"
"2014년 06월 19일","173,000","174,500","177,000","169,500","290.74K","-0.57%"
"2014년 06월 18일","174,000","180,000","180,500","174,000","139.69K","-3.06%"
"2014년 06월 17일","179,500","178,500","180,000","177,000","74.64K","0.28%"
"2014년 06월 16일","179,000","180,000","181,000","176,000","112.46K","-1.38%"
"2014년 06월 13일","181,500","180,500","182,500","177,000","173.23K","0.55%"
"2014년 06월 12일","180,500","179,500","182,500","177,500","173.95K","0.00%"
